"N_total","T_total","predictor.type","outcome.type","sdX.within","sdX.between","g.00","sd.u0","sd.u1","sd.e","true_cluster_means","l1_X","g.exchangeable1_X","g.ar11_X","g.independence1_X","l2_X.cent","g.exchangeable2_X.cent","g.ar12_X.cent","g.independence2_X.cent","l3a_X.cent","g.exchangeable3_X.cent","g.ar13_X.cent","g.independence3_X.cent","l3a_X.cluster.means","g.exchangeable3_X.cluster.means","g.ar13_X.cluster.means","g.independence3_X.cluster.means","l4_X","g.exchangeable4_X","g.ar14_X","g.independence4_X","l4_X.cluster.means","g.exchangeable4_X.cluster.means","g.ar14_X.cluster.means","g.independence4_X.cluster.means","l1_success","l2_success","l3a_success","l4_success","g.independence1_success","g.exchangeable1_success","g.ar11_success","g.independence2_success","g.exchangeable2_success","g.ar12_success","g.independence3_success","g.ar13_success","g.independence4_success","g.exchangeable4_success","g.ar14_success"
100,5,"binary","binary",1,0,0,0,0,1,FALSE,1.525,1.508,1.508,1.508,1.549,1.511,1.511,1.512,1.525,1.509,1.509,1.509,1.536,1.521,1.521,1.521,1.524,1.509,1.509,1.509,0.012,0.012,0.012,0.012,1,0.992,1,0.999,1,1,1,1,1,1,1,1,1,1,1
200,5,"binary","binary",1,0,0,0,0,1,FALSE,1.517,1.504,1.504,1.504,1.546,1.511,1.512,1.512,1.519,1.507,1.507,1.507,1.511,1.499,1.499,1.499,1.519,1.507,1.507,1.507,-0.008,-0.008,-0.008,-0.008,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,10,"binary","binary",1,0,0,0,0,1,FALSE,1.515,1.507,1.507,1.507,1.535,1.516,1.517,1.517,1.521,1.513,1.513,1.513,1.473,1.465,1.465,1.465,1.521,1.513,1.513,1.513,-0.048,-0.048,-0.048,-0.048,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,10,"binary","binary",1,0,0,0,0,1,FALSE,1.508,1.501,1.501,1.501,1.522,1.505,1.505,1.506,1.507,1.501,1.501,1.501,1.516,1.51,1.51,1.51,1.507,1.501,1.501,1.501,0.009,0.009,0.009,0.009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"binary","binary",1,0,0,0,0,1,FALSE,1.512,1.508,1.508,1.508,1.52,1.51,1.511,1.511,1.512,1.508,1.508,1.508,1.522,1.518,1.518,1.518,1.512,1.508,1.508,1.508,0.01,0.01,0.01,0.01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,20,"binary","binary",1,0,0,0,0,1,FALSE,1.503,1.5,1.5,1.5,1.512,1.503,1.504,1.504,1.504,1.501,1.501,1.501,1.497,1.494,1.494,1.494,1.504,1.501,1.501,1.501,-0.007,-0.007,-0.007,-0.007,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"continuous","binary",1,0,0,0,0,1,FALSE,1.53,1.511,1.511,1.511,1.504,1.394,1.393,1.393,1.536,1.518,1.518,1.517,1.52,1.501,1.501,1.501,1.536,1.518,1.518,1.517,-0.017,-0.016,-0.017,-0.016,0.997,0.968,0.998,0.999,1,1,1,1,1,1,1,1,1,1,1
200,5,"continuous","binary",1,0,0,0,0,1,FALSE,1.517,1.503,1.503,1.503,1.494,1.383,1.383,1.383,1.518,1.505,1.505,1.505,1.518,1.505,1.504,1.504,1.518,1.505,1.505,1.505,0,0,0,0,0.999,0.983,0.999,0.999,1,1,1,1,1,1,1,1,1,1,1
100,10,"continuous","binary",1,0,0,0,0,1,FALSE,1.513,1.503,1.503,1.504,1.501,1.439,1.439,1.439,1.513,1.504,1.504,1.504,1.525,1.516,1.516,1.516,1.513,1.504,1.504,1.504,0.012,0.012,0.012,0.012,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,10,"continuous","binary",1,0,0,0,0,1,FALSE,1.509,1.503,1.503,1.503,1.5,1.438,1.438,1.438,1.509,1.503,1.503,1.503,1.52,1.514,1.514,1.514,1.509,1.503,1.503,1.503,0.012,0.011,0.012,0.011,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"continuous","binary",1,0,0,0,0,1,FALSE,1.513,1.509,1.509,1.509,1.508,1.477,1.477,1.477,1.514,1.51,1.51,1.51,1.508,1.504,1.504,1.504,1.514,1.51,1.51,1.51,-0.006,-0.006,-0.006,-0.006,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,20,"continuous","binary",1,0,0,0,0,1,FALSE,1.503,1.5,1.5,1.5,1.499,1.467,1.467,1.467,1.503,1.5,1.5,1.5,1.508,1.504,1.505,1.505,1.503,1.5,1.5,1.5,0.005,0.004,0.005,0.005,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"binary","continuous",1,0,0,0,0,1,FALSE,1.496,1.496,1.496,1.496,1.496,1.496,1.496,1.496,1.496,1.496,1.496,1.496,1.498,1.498,1.498,1.498,1.496,1.496,1.496,1.496,0.002,0.002,0.002,0.002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,5,"binary","continuous",1,0,0,0,0,1,FALSE,1.502,1.502,1.502,1.502,1.501,1.501,1.502,1.501,1.501,1.501,1.501,1.501,1.505,1.505,1.505,1.505,1.501,1.501,1.501,1.501,0.004,0.004,0.004,0.004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,10,"binary","continuous",1,0,0,0,0,1,FALSE,1.5,1.5,1.5,1.5,1.499,1.499,1.499,1.499,1.499,1.499,1.499,1.499,1.506,1.506,1.506,1.506,1.499,1.499,1.499,1.499,0.007,0.007,0.007,0.007,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,10,"binary","continuous",1,0,0,0,0,1,FALSE,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502,1.502,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"binary","continuous",1,0,0,0,0,1,FALSE,1.499,1.5,1.499,1.499,1.499,1.499,1.499,1.499,1.499,1.499,1.499,1.499,1.503,1.503,1.503,1.503,1.499,1.499,1.499,1.499,0.004,0.004,0.004,0.004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,20,"binary","continuous",1,0,0,0,0,1,FALSE,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.499,1.499,1.499,1.499,1.5,1.5,1.5,1.5,-0.001,-0.001,-0.001,-0.001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"binary","binary",1,1,0,0,0,1,FALSE,1.521,1.503,1.504,1.504,1.56,1.506,1.507,1.509,1.522,1.506,1.506,1.506,1.528,1.512,1.511,1.512,1.522,1.506,1.506,1.506,0.006,0.006,0.005,0.006,1,0.98,0.998,0.998,1,1,1,1,1,1,1,1,1,1,1
200,5,"binary","binary",1,1,0,0,0,1,FALSE,1.516,1.505,1.506,1.505,1.557,1.503,1.504,1.506,1.514,1.503,1.503,1.503,1.524,1.514,1.514,1.514,1.514,1.503,1.503,1.503,0.011,0.01,0.011,0.011,1,0.996,1,1,1,1,1,1,1,1,1,1,1,1,1
100,10,"binary","binary",1,1,0,0,0,1,FALSE,1.514,1.505,1.505,1.505,1.55,1.507,1.51,1.513,1.514,1.506,1.505,1.506,1.518,1.509,1.509,1.509,1.514,1.506,1.505,1.506,0.004,0.004,0.004,0.003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,10,"binary","binary",1,1,0,0,0,1,FALSE,1.497,1.492,1.492,1.492,1.533,1.493,1.496,1.498,1.496,1.49,1.491,1.49,1.505,1.499,1.499,1.499,1.496,1.49,1.491,1.49,0.009,0.009,0.009,0.009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"binary","binary",1,1,0,0,0,1,FALSE,1.506,1.502,1.502,1.502,1.535,1.502,1.508,1.509,1.505,1.501,1.501,1.501,1.513,1.509,1.509,1.509,1.505,1.501,1.501,1.501,0.008,0.008,0.008,0.008,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,20,"binary","binary",1,1,0,0,0,1,FALSE,1.501,1.498,1.498,1.498,1.531,1.497,1.504,1.505,1.499,1.496,1.496,1.496,1.508,1.505,1.505,1.506,1.499,1.496,1.496,1.496,0.009,0.009,0.009,0.009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"continuous","binary",1,1,0,0,0,1,FALSE,1.541,1.52,1.52,1.52,1.516,1.053,1.053,1.053,1.546,1.526,1.526,1.526,1.543,1.523,1.523,1.523,1.546,1.526,1.526,1.526,-0.002,-0.003,-0.003,-0.003,0.992,0.999,0.993,0.991,1,1,1,1,1,1,1,1,1,1,1
200,5,"continuous","binary",1,1,0,0,0,1,FALSE,1.519,1.504,1.505,1.505,1.5,1.042,1.042,1.042,1.522,1.507,1.508,1.507,1.521,1.507,1.507,1.507,1.522,1.507,1.508,1.507,-0.001,-0.001,-0.001,-0.001,0.995,1,0.995,0.994,1,1,1,1,1,1,1,1,1,1,1
100,10,"continuous","binary",1,1,0,0,0,1,FALSE,1.516,1.506,1.506,1.506,1.519,1.072,1.073,1.071,1.518,1.508,1.508,1.508,1.517,1.508,1.508,1.508,1.518,1.508,1.508,1.508,0,0,0,0,1,0.774,1,1,1,1,1,1,1,1,1,1,1,1,1
200,10,"continuous","binary",1,1,0,0,0,1,FALSE,1.511,1.504,1.504,1.504,1.519,1.066,1.064,1.066,1.511,1.504,1.504,1.504,1.512,1.505,1.505,1.505,1.511,1.504,1.504,1.504,0.001,0.001,0.001,0.001,1,0.785,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"continuous","binary",1,1,0,0,0,1,FALSE,1.51,1.504,1.504,1.505,1.505,1.081,1.082,1.081,1.511,1.507,1.507,1.507,1.51,1.505,1.505,1.505,1.511,1.507,1.507,1.507,-0.002,-0.002,-0.002,-0.002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,20,"continuous","binary",1,1,0,0,0,1,FALSE,1.505,1.502,1.502,1.502,1.502,1.08,1.079,1.079,1.506,1.502,1.502,1.502,1.506,1.503,1.503,1.503,1.506,1.502,1.502,1.502,0.001,0.001,0.001,0.001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"binary","continuous",1,1,0,0,0,1,FALSE,1.503,1.503,1.503,1.503,1.505,1.505,1.505,1.505,1.505,1.505,1.505,1.505,1.499,1.499,1.499,1.499,1.505,1.505,1.505,1.505,-0.006,-0.006,-0.006,-0.006,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,5,"binary","continuous",1,1,0,0,0,1,FALSE,1.498,1.498,1.498,1.498,1.499,1.499,1.499,1.499,1.499,1.499,1.499,1.499,1.497,1.497,1.497,1.497,1.499,1.499,1.499,1.499,-0.001,-0.001,-0.001,-0.001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,10,"binary","continuous",1,1,0,0,0,1,FALSE,1.499,1.499,1.499,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.498,1.498,1.498,1.498,1.5,1.5,1.5,1.5,-0.002,-0.002,-0.002,-0.002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,10,"binary","continuous",1,1,0,0,0,1,FALSE,1.498,1.498,1.498,1.498,1.498,1.498,1.498,1.498,1.498,1.498,1.498,1.498,1.499,1.499,1.499,1.499,1.498,1.498,1.498,1.498,0.001,0.001,0.001,0.001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"binary","continuous",1,1,0,0,0,1,FALSE,1.503,1.503,1.503,1.503,1.504,1.504,1.504,1.504,1.504,1.504,1.504,1.504,1.501,1.501,1.501,1.501,1.504,1.504,1.504,1.504,-0.003,-0.003,-0.003,-0.003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,20,"binary","continuous",1,1,0,0,0,1,FALSE,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.501,1.501,1.501,1.501,1.5,1.5,1.5,1.5,0.002,0.002,0.002,0.002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"binary","binary",1,3,0,0,0,1,FALSE,1.531,1.515,1.515,1.515,1.619,1.523,1.526,1.529,1.547,1.532,1.532,1.532,1.53,1.514,1.514,1.514,1.547,1.532,1.532,1.532,-0.017,-0.018,-0.018,-0.018,0.997,0.971,0.998,0.998,1,1,1,1,1,1,1,1,1,1,1
200,5,"binary","binary",1,3,0,0,0,1,FALSE,1.515,1.503,1.503,1.503,1.591,1.493,1.495,1.499,1.514,1.503,1.502,1.502,1.516,1.505,1.505,1.505,1.514,1.503,1.502,1.502,0.002,0.003,0.003,0.003,1,0.99,1,1,1,1,1,1,1,1,1,1,1,1,1
100,10,"binary","binary",1,3,0,0,0,1,FALSE,1.521,1.513,1.512,1.512,1.6,1.508,1.516,1.522,1.523,1.515,1.515,1.515,1.521,1.513,1.513,1.513,1.523,1.515,1.515,1.515,-0.002,-0.002,-0.002,-0.002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,10,"binary","binary",1,3,0,0,0,1,FALSE,1.508,1.502,1.502,1.502,1.596,1.505,1.514,1.518,1.518,1.512,1.512,1.512,1.502,1.496,1.496,1.496,1.518,1.512,1.512,1.512,-0.016,-0.016,-0.016,-0.016,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"binary","binary",1,3,0,0,0,1,FALSE,1.503,1.499,1.499,1.499,1.568,1.493,1.509,1.514,1.508,1.504,1.504,1.504,1.5,1.496,1.496,1.496,1.508,1.504,1.504,1.504,-0.008,-0.008,-0.008,-0.008,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,20,"binary","binary",1,3,0,0,0,1,FALSE,1.497,1.495,1.495,1.495,1.557,1.482,1.497,1.502,1.495,1.493,1.493,1.493,1.499,1.497,1.497,1.497,1.495,1.493,1.493,1.493,0.004,0.004,0.004,0.004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"continuous","binary",1,3,0,0,0,1,FALSE,1.558,1.527,1.527,1.527,1.433,0.501,0.502,0.5,1.564,1.532,1.533,1.533,1.564,1.533,1.533,1.533,1.564,1.532,1.533,1.533,0,0.001,0.001,0.001,0.992,0.992,0.992,0.989,1,1,1,1,1,1,1,1,1,1,1
200,5,"continuous","binary",1,3,0,0,0,1,FALSE,1.534,1.514,1.514,1.514,1.424,0.498,0.498,0.498,1.54,1.519,1.519,1.519,1.537,1.517,1.517,1.517,1.54,1.519,1.519,1.519,-0.002,-0.002,-0.002,-0.002,0.989,1,0.992,0.99,1,1,1,1,1,1,1,1,1,1,1
100,10,"continuous","binary",1,3,0,0,0,1,FALSE,1.527,1.513,1.513,1.513,1.486,0.506,0.507,0.506,1.533,1.52,1.52,1.52,1.529,1.516,1.516,1.516,1.532,1.52,1.52,1.52,-0.003,-0.004,-0.004,-0.004,0.996,0.978,0.993,0.992,1,1,1,1,1,1,1,1,1,1,1
200,10,"continuous","binary",1,3,0,0,0,1,FALSE,1.515,1.505,1.505,1.505,1.472,0.503,0.502,0.503,1.515,1.506,1.506,1.506,1.516,1.507,1.507,1.507,1.515,1.506,1.506,1.506,0,0,0,0,0.999,0.997,0.998,0.999,1,1,1,1,1,1,1,1,1,1,1
100,20,"continuous","binary",1,3,0,0,0,1,FALSE,1.513,1.507,1.507,1.507,1.462,0.5,96211224224944.2,0.5,1.512,1.505,1.505,1.505,1.515,1.509,1.509,1.509,1.512,1.505,1.505,1.505,0.004,0.004,0.004,0.004,1,0.742,1,1,1,1,1,1,1,1,1,1,1,1,1
200,20,"continuous","binary",1,3,0,0,0,1,FALSE,1.508,1.503,1.503,1.503,1.474,0.499,62130433075872.8,0.499,1.507,1.502,1.502,1.502,1.509,1.504,1.504,1.504,1.507,1.502,1.502,1.502,0.002,0.001,0.002,0.002,1,0.846,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"binary","continuous",1,3,0,0,0,1,FALSE,1.5,1.5,1.5,1.5,1.499,1.499,1.499,1.499,1.499,1.499,1.499,1.499,1.501,1.501,1.5,1.501,1.499,1.499,1.499,1.499,0.002,0.002,0.002,0.002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,5,"binary","continuous",1,3,0,0,0,1,FALSE,1.502,1.502,1.502,1.502,1.505,1.505,1.506,1.505,1.505,1.505,1.505,1.505,1.501,1.501,1.501,1.501,1.505,1.505,1.505,1.505,-0.004,-0.004,-0.005,-0.004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,10,"binary","continuous",1,3,0,0,0,1,FALSE,1.498,1.499,1.499,1.499,1.493,1.493,1.494,1.493,1.493,1.493,1.494,1.493,1.502,1.502,1.502,1.502,1.493,1.493,1.494,1.493,0.009,0.009,0.009,0.009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,10,"binary","continuous",1,3,0,0,0,1,FALSE,1.5,1.5,1.5,1.5,1.499,1.499,1.5,1.499,1.499,1.499,1.499,1.499,1.501,1.501,1.501,1.501,1.499,1.499,1.499,1.499,0.002,0.002,0.002,0.002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"binary","continuous",1,3,0,0,0,1,FALSE,1.5,1.5,1.5,1.5,1.499,1.499,1.499,1.499,1.499,1.499,1.499,1.499,1.5,1.5,1.5,1.5,1.499,1.499,1.499,1.499,0.001,0.001,0.001,0.001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,20,"binary","continuous",1,3,0,0,0,1,FALSE,1.5,1.5,1.5,1.5,1.499,1.499,1.498,1.499,1.499,1.499,1.499,1.499,1.501,1.501,1.501,1.501,1.499,1.499,1.499,1.499,0.002,0.002,0.002,0.002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"binary","binary",1,1,0,0,0,1,FALSE,1.695,1.677,1.678,1.679,1.536,1.45,1.45,1.45,1.534,1.517,1.518,1.518,2.046,2.021,2.021,2.021,1.534,1.517,1.518,1.518,0.512,0.503,0.503,0.503,0.989,0.929,0.992,0.991,1,1,1,1,1,1,1,1,1,1,1
200,5,"binary","binary",1,1,0,0,0,1,FALSE,1.675,1.663,1.664,1.665,1.522,1.436,1.435,1.436,1.512,1.5,1.5,1.5,2.025,2.007,2.007,2.007,1.512,1.5,1.5,1.5,0.513,0.507,0.508,0.507,0.997,0.921,0.999,1,1,1,1,1,1,1,1,1,1,1,1
100,10,"binary","binary",1,1,0,0,0,1,FALSE,1.685,1.678,1.68,1.681,1.533,1.453,1.456,1.457,1.524,1.515,1.515,1.515,2.212,2.199,2.199,2.199,1.524,1.515,1.515,1.515,0.689,0.684,0.684,0.684,1,0.993,1,1,1,1,1,1,1,1,1,1,1,1,1
200,10,"binary","binary",1,1,0,0,0,1,FALSE,1.674,1.664,1.669,1.67,1.525,1.444,1.447,1.448,1.511,1.504,1.504,1.504,2.197,2.186,2.186,2.186,1.511,1.504,1.504,1.504,0.686,0.682,0.682,0.682,1,0.998,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"binary","binary",1,1,0,0,0,1,FALSE,1.667,1.66,1.67,1.672,1.524,1.447,1.452,1.454,1.513,1.508,1.508,1.508,2.327,2.32,2.319,2.319,1.513,1.508,1.508,1.508,0.814,0.811,0.811,0.811,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
