"N_total","T_total","predictor.type","outcome.type","sdX.within","sdX.between","g.00","g.01","g.10","sd.u0","sd.u1","sd.e","true_cluster_means","l2_g.10_bias","l3a_g.10_bias","l3a_g.01_bias","l4_g.10_bias","l4_g.01_bias","g.exchangeable2_g.10_bias","g.exchangeable3_g.10_bias","g.exchangeable3_g.01_bias","g.exchangeable4_g.10_bias","g.exchangeable4_g.01_bias","g.ar12_g.10_bias","g.ar13_g.10_bias","g.ar13_g.01_bias","g.ar14_g.10_bias","g.ar14_g.01_bias","g.independence2_g.10_bias","g.independence3_g.10_bias","g.independence3_g.01_bias","g.independence4_g.10_bias","g.independence4_g.01_bias","l1_success","l2_success","l3a_success","l4_success","g.independence1_success","g.exchangeable1_success","g.ar11_success","g.independence2_success","g.exchangeable2_success","g.ar12_success","g.independence3_success","g.ar13_success","g.independence4_success","g.exchangeable4_success","g.ar14_success"
200,5,"continuous","continuous",1,1,0,0,1.5,3,0,1,FALSE,0.002,0.002,0.004,0.002,0.003,0.002,0.002,0.004,0.002,0.003,0.002,0.002,0.003,0.002,0.001,0.002,0.002,0.004,0.002,0.003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,10,"continuous","continuous",1,1,0,0,1.5,3,0,1,FALSE,0,0,-0.012,0,-0.012,0,0,-0.012,0,-0.012,0,0,-0.011,0,-0.011,0,0,-0.012,0,-0.012,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,10,"continuous","continuous",1,1,0,0,1.5,3,0,1,FALSE,0.001,0.001,-0.011,0.001,-0.013,0.001,0.001,-0.011,0.001,-0.013,0.001,0.001,-0.011,0.001,-0.012,0.001,0.001,-0.011,0.001,-0.013,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"continuous","continuous",1,1,0,0,1.5,3,0,1,FALSE,0,0,-0.004,0,-0.004,0,0,-0.004,0,-0.004,0,0,-0.003,0,-0.003,0,0,-0.004,0,-0.004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,20,"continuous","continuous",1,1,0,0,1.5,3,0,1,FALSE,0,0,0.009,0,0.008,0,0,0.009,0,0.008,0,0,0.008,0,0.008,0,0,0.009,0,0.008,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"continuous","continuous",1,3,0,0,1.5,3,0,1,FALSE,-0.004,-0.004,-0.003,-0.004,0.001,-0.004,-0.004,-0.003,-0.004,0.001,-0.006,-0.006,-0.004,-0.006,0.002,-0.004,-0.004,-0.003,-0.004,0.001,0.999,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,5,"continuous","continuous",1,3,0,0,1.5,3,0,1,FALSE,0.001,0.001,-0.001,0.001,-0.002,0.001,0.001,-0.001,0.001,-0.002,0.001,0.001,0,0.001,-0.002,0.001,0.001,-0.001,0.001,-0.002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,10,"continuous","continuous",1,3,0,0,1.5,3,0,1,FALSE,0.001,0.001,-0.001,0.001,-0.002,0.001,0.001,-0.001,0.001,-0.002,0,0,-0.003,0,-0.003,0.001,0.001,-0.001,0.001,-0.002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,10,"continuous","continuous",1,3,0,0,1.5,3,0,1,FALSE,0,0,0.001,0,0.001,0,0,0.001,0,0.001,0,0,0.002,0,0.002,0,0,0.001,0,0.001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"continuous","continuous",1,3,0,0,1.5,3,0,1,FALSE,0,0,-0.002,0,-0.002,0,0,-0.002,0,-0.002,0,0,-0.002,0,-0.002,0,0,-0.002,0,-0.002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,20,"continuous","continuous",1,3,0,0,1.5,3,0,1,FALSE,0,0,-0.003,0,-0.003,0,0,-0.003,0,-0.003,0.001,0.001,-0.002,0.001,-0.003,0,0,-0.003,0,-0.003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"continuous","continuous",1,1,0,1,1.5,3,0,1,FALSE,0.001,0.001,-0.181,0.001,-0.181,0.001,0.001,-0.181,0.001,-0.181,0.001,0.001,-0.181,0.001,-0.181,0.001,0.001,-0.181,0.001,-0.181,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,5,"continuous","continuous",1,1,0,1,1.5,3,0,1,FALSE,0,0,-0.161,0,-0.161,0,0,-0.161,0,-0.161,0,0,-0.161,0,-0.161,0,0,-0.161,0,-0.161,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,10,"continuous","continuous",1,1,0,1,1.5,3,0,1,FALSE,-0.001,-0.001,-0.105,-0.001,-0.104,-0.001,-0.001,-0.105,-0.001,-0.104,-0.001,-0.001,-0.103,-0.001,-0.101,-0.001,-0.001,-0.105,-0.001,-0.104,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,10,"continuous","continuous",1,1,0,1,1.5,3,0,1,FALSE,0,0,-0.104,0,-0.104,0,0,-0.104,0,-0.104,0.001,0.001,-0.104,0.001,-0.104,0,0,-0.104,0,-0.104,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"continuous","continuous",1,1,0,1,1.5,3,0,1,FALSE,-0.001,-0.001,-0.037,-0.001,-0.036,-0.001,-0.001,-0.037,-0.001,-0.036,-0.001,-0.001,-0.035,-0.001,-0.034,-0.001,-0.001,-0.037,-0.001,-0.036,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,20,"continuous","continuous",1,1,0,1,1.5,3,0,1,FALSE,0.001,0.001,-0.045,0.001,-0.046,0.001,0.001,-0.045,0.001,-0.046,0.001,0.001,-0.041,0.001,-0.043,0.001,0.001,-0.045,0.001,-0.046,0.999,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"continuous","continuous",1,3,0,1,1.5,3,0,1,FALSE,0.001,0.001,-0.02,0.001,-0.021,0.001,0.001,-0.02,0.001,-0.021,0.001,0.001,-0.02,0.001,-0.021,0.001,0.001,-0.02,0.001,-0.021,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,5,"continuous","continuous",1,3,0,1,1.5,3,0,1,FALSE,-0.001,-0.001,-0.025,-0.001,-0.024,-0.001,-0.001,-0.025,-0.001,-0.024,-0.002,-0.002,-0.026,-0.002,-0.024,-0.001,-0.001,-0.025,-0.001,-0.024,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,10,"continuous","continuous",1,3,0,1,1.5,3,0,1,FALSE,0,0,-0.012,0,-0.011,0,0,-0.012,0,-0.011,-0.001,-0.001,-0.012,-0.001,-0.011,0,0,-0.012,0,-0.011,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,10,"continuous","continuous",1,3,0,1,1.5,3,0,1,FALSE,0.001,0.001,-0.01,0.001,-0.011,0.001,0.001,-0.01,0.001,-0.011,0,0,-0.01,0,-0.01,0.001,0.001,-0.01,0.001,-0.011,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"continuous","continuous",1,3,0,1,1.5,3,0,1,FALSE,0,0,-0.005,0,-0.005,0,0,-0.005,0,-0.005,0,0,-0.005,0,-0.005,0,0,-0.005,0,-0.005,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,20,"continuous","continuous",1,3,0,1,1.5,3,0,1,FALSE,-0.001,-0.001,-0.004,-0.001,-0.004,-0.001,-0.001,-0.004,-0.001,-0.004,-0.001,-0.001,-0.004,-0.001,-0.003,-0.001,-0.001,-0.004,-0.001,-0.004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"continuous","continuous",1,1,0,3,1.5,3,0,1,FALSE,0.003,0.003,-0.501,0.003,-0.504,0.003,0.003,-0.501,0.003,-0.504,0.002,0.002,-0.501,0.002,-0.503,0.003,0.003,-0.501,0.003,-0.504,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,5,"continuous","continuous",1,1,0,3,1.5,3,0,1,FALSE,0,0,-0.499,0,-0.499,0,0,-0.499,0,-0.499,0,0,-0.5,0,-0.5,0,0,-0.499,0,-0.499,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,10,"continuous","continuous",1,1,0,3,1.5,3,0,1,FALSE,-0.001,-0.001,-0.286,-0.001,-0.285,-0.001,-0.001,-0.286,-0.001,-0.285,-0.001,-0.001,-0.285,-0.001,-0.284,-0.001,-0.001,-0.286,-0.001,-0.285,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,10,"continuous","continuous",1,1,0,3,1.5,3,0,1,FALSE,-0.001,-0.001,-0.273,-0.001,-0.272,-0.001,-0.001,-0.273,-0.001,-0.272,0,0,-0.274,0,-0.274,-0.001,-0.001,-0.273,-0.001,-0.272,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"continuous","continuous",1,1,0,3,1.5,3,0,1,FALSE,-0.001,-0.001,-0.159,-0.001,-0.159,-0.001,-0.001,-0.159,-0.001,-0.159,-0.001,-0.001,-0.159,-0.001,-0.158,-0.001,-0.001,-0.159,-0.001,-0.159,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,20,"continuous","continuous",1,1,0,3,1.5,3,0,1,FALSE,0,0,-0.143,0,-0.143,0,0,-0.143,0,-0.143,0,0,-0.143,0,-0.143,0,0,-0.143,0,-0.143,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"continuous","continuous",1,3,0,3,1.5,3,0,1,FALSE,-0.002,-0.002,-0.069,-0.002,-0.068,-0.002,-0.002,-0.069,-0.002,-0.068,-0.001,-0.001,-0.07,-0.001,-0.069,-0.002,-0.002,-0.069,-0.002,-0.068,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,5,"continuous","continuous",1,3,0,3,1.5,3,0,1,FALSE,-0.001,-0.001,-0.07,-0.001,-0.069,-0.001,-0.001,-0.07,-0.001,-0.069,-0.001,-0.001,-0.07,-0.001,-0.069,-0.001,-0.001,-0.07,-0.001,-0.069,1,1,1,0.999,1,1,1,1,1,1,1,1,1,1,1
100,10,"continuous","continuous",1,3,0,3,1.5,3,0,1,FALSE,0,0,-0.036,0,-0.036,0,0,-0.036,0,-0.036,0,0,-0.036,0,-0.036,0,0,-0.036,0,-0.036,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,10,"continuous","continuous",1,3,0,3,1.5,3,0,1,FALSE,0,0,-0.035,0,-0.035,0,0,-0.035,0,-0.035,0,0,-0.035,0,-0.035,0,0,-0.035,0,-0.035,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"continuous","continuous",1,3,0,3,1.5,3,0,1,FALSE,-0.001,-0.001,-0.015,-0.001,-0.014,-0.001,-0.001,-0.015,-0.001,-0.014,-0.001,-0.001,-0.015,-0.001,-0.014,-0.001,-0.001,-0.015,-0.001,-0.014,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,20,"continuous","continuous",1,3,0,3,1.5,3,0,1,FALSE,0,0,-0.017,0,-0.017,0,0,-0.017,0,-0.017,0,0,-0.017,0,-0.017,0,0,-0.017,0,-0.017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
